,Rank,Name,Platform,Year,Genre,Publisher,Overview
14449,14712,X3: Terran Conflict,PC,2008,Simulation,Deep Silver,2008 Simulation by Deep Silver rank 14712
14450,14713,Timeshock! Pro Pinball,PS,1998,Misc,Empire Interactive,1998 Misc by Empire Interactive rank 14713
14451,14714,Max Payne,GBA,2003,Shooter,Take-Two Interactive,2003 Shooter by Take-Two Interactive rank 14714
14452,14715,D1 Professional Drift Grand Prix Series,PS2,2005,Racing,Yuke's,2005 Racing by Yuke's rank 14715
14453,14716,Starry ? Sky: In Winter,PSP,2011,Misc,Asgard,2011 Misc by Asgard rank 14716
14454,14717,Little Bears,DS,2009,Simulation,RTL,2009 Simulation by RTL rank 14717
14455,14718,Rush Hour,PS,1997,Misc,Psygnosis,1997 Misc by Psygnosis rank 14718
14456,14719,Pro Cast Sports Fishing,XB,2003,Sports,Capcom,2003 Sports by Capcom rank 14719
14457,14720,Gintama: Banji Oku Chuubu!,Wii,2007,Action,Namco Bandai Games,2007 Action by Namco Bandai Games rank 14720
14458,14721,Aegis of Earth: Protonovus Assault,PS3,2016,Action,PQube,2016 Action by PQube rank 14721
14459,14722,Saka Agari Hurricane Portable,PSP,2011,Adventure,Alchemist,2011 Adventure by Alchemist rank 14722
14460,14723,Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007,Strategy,Konami Digital Entertainment,2007 Strategy by Konami Digital Entertainment rank 14723
14461,14724,King Arthur II,PC,2011,Strategy,Paradox Interactive,2011 Strategy by Paradox Interactive rank 14724
14462,14725,Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,Take-Two Interactive,2003 Shooter by Take-Two Interactive rank 14725
14463,14726,Dakar 2: The World's Ultimate Rally,GC,2003,Racing,Acclaim Entertainment,2003 Racing by Acclaim Entertainment rank 14726
14464,14727,NBA 2K7,XB,2006,Sports,Take-Two Interactive,2006 Sports by Take-Two Interactive rank 14727
14465,14728,Auto Modellista,GC,2003,Racing,Capcom,2003 Racing by Capcom rank 14728
14466,14729,Jewel Match 2,DS,2012,Puzzle,Easy Interactive,2012 Puzzle by Easy Interactive rank 14729
14467,14730,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011,Misc,Idea Factory,2011 Misc by Idea Factory rank 14730
14468,14731,MySims,PC,2008,Simulation,Electronic Arts,2008 Simulation by Electronic Arts rank 14731
14469,14732,Guild Wars: Nightfall,PC,2006,Role-Playing,NCSoft,2006 Role-Playing by NCSoft rank 14732
14470,14733,Greg Hastings' Tournament Paintball Max'd,GBA,2006,Shooter,Activision,2006 Shooter by Activision rank 14733
14471,14734,Dave Mirra Freestyle BMX 3,GBA,2002,Sports,Acclaim Entertainment,2002 Sports by Acclaim Entertainment rank 14734
14472,14735,My Animal Centre,Wii,2009,Simulation,Deep Silver,2009 Simulation by Deep Silver rank 14735
14473,14736,Eco Creatures: Save The Forest,DS,2007,Adventure,Rising Star Games,2007 Adventure by Rising Star Games rank 14736
14474,14737,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,2009,Adventure,Creative Core,2009 Adventure by Creative Core rank 14737
14475,14738,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,2011,Action,Namco Bandai Games,2011 Action by Namco Bandai Games rank 14738
14476,14739,Dragon Tamer: Sound Spirit,DS,2007,Role-Playing,Namco Bandai Games,2007 Role-Playing by Namco Bandai Games rank 14739
14477,14740,Frogger: Ancient Shadow,XB,2005,Platform,Konami Digital Entertainment,2005 Platform by Konami Digital Entertainment rank 14740
14478,14741,Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,2016 Sports by Konami Digital Entertainment rank 14741
14479,14742,La Pucelle: Ragnarok,PSP,2009,Role-Playing,Nippon Ichi Software,2009 Role-Playing by Nippon Ichi Software rank 14742
14480,14743,Kiniro no Corda 2 f Encore,PSP,2009,Role-Playing,Tecmo Koei,2009 Role-Playing by Tecmo Koei rank 14743
14481,14744,Darius II,SAT,1995,Shooter,Taito,1995 Shooter by Taito rank 14744
14482,14745,Jewel Quest 5: The Sleepless Star,DS,2012,Action,Licensed 4U,2012 Action by Licensed 4U rank 14745
14483,14746,RollerCoaster Tycoon 2: Triple Thrill Pack,PC,2003,Strategy,Atari,2003 Strategy by Atari rank 14746
14484,14747,Bleach: Soul Carnival 2,PSP,2009,Fighting,Sony Computer Entertainment,2009 Fighting by Sony Computer Entertainment rank 14747
14485,14748,ParaParaParadise,PS2,2001,Misc,Konami Digital Entertainment,2001 Misc by Konami Digital Entertainment rank 14748
14486,14749,Tiger & Bunny: On-Air Jack!,PSP,2012,Action,Namco Bandai Games,2012 Action by Namco Bandai Games rank 14749
14487,14750,Pro Evolution Soccer 2012,3DS,2011,Action,Konami Digital Entertainment,2011 Action by Konami Digital Entertainment rank 14750
14488,14751,Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,Namco Bandai Games,2012 Action by Namco Bandai Games rank 14751
14489,14752,Warship Gunner 2,PS2,2006,Simulation,Tecmo Koei,2006 Simulation by Tecmo Koei rank 14752
14490,14753,Gotcha Force,GC,2003,Shooter,Capcom,2003 Shooter by Capcom rank 14753
14491,14754,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007,Fighting,Banpresto,2007 Fighting by Banpresto rank 14754
14492,14755,Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,LucasArts,2009 Action by LucasArts rank 14755
14493,14756,CID The Dummy,PSP,2009,Platform,Oxygen Interactive,2009 Platform by Oxygen Interactive rank 14756
14494,14757,Xblaze: Lost Memories,PSV,2015,Adventure,Arc System Works,2015 Adventure by Arc System Works rank 14757
14495,14758,DiRT Rally,PC,2016,Racing,Codemasters,2016 Racing by Codemasters rank 14758
14496,14759,The Perfect Golf,PS,1995,Sports,Seta Corporation,1995 Sports by Seta Corporation rank 14759
14497,14760,Let's Sing 2016,PS4,2015,Action,FuRyu Corporation,2015 Action by FuRyu Corporation rank 14760
14498,14761,Wrestle Kingdom,PS2,2006,Fighting,Yuke's,2006 Fighting by Yuke's rank 14761
14499,14762,Demon Driver: Time to Burn Rubber!,GBA,2003,Racing,Ignition Entertainment,2003 Racing by Ignition Entertainment rank 14762
14500,14763,The Golf Club,XOne,2014,Sports,Unknown,2014 Sports by Unknown rank 14763
14501,14764,Bigfoot King of Crush,Wii,2011,Racing,Zoo Games,2011 Racing by Zoo Games rank 14764
14502,14765,Mojo!,XB,2003,Puzzle,DreamCatcher Interactive,2003 Puzzle by DreamCatcher Interactive rank 14765
14503,14766,Infinite Stratos 2: Ignition Hearts,PS3,2014,Adventure,5pb,2014 Adventure by 5pb rank 14766
14504,14767,Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,2014 Shooter by Activision rank 14767
14505,14768,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006,Adventure,Konami Digital Entertainment,2006 Adventure by Konami Digital Entertainment rank 14768
14506,14769,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013,Fighting,Arc System Works,2013 Fighting by Arc System Works rank 14769
14507,14770,The Sims 2: Bon Voyage,PC,2007,Simulation,Electronic Arts,2007 Simulation by Electronic Arts rank 14770
14508,14771,Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,Vivendi Games,2003 Action by Vivendi Games rank 14771
14509,14772,Clannad,X360,2008,Adventure,Prototype,2008 Adventure by Prototype rank 14772
14510,14773,Brothers Conflict: Passion Pink,PSP,2012,Action,Idea Factory,2012 Action by Idea Factory rank 14773
14511,14774,Kuryuu Youma Gakuenki Recharge,PS2,2006,Adventure,Atlus,2006 Adventure by Atlus rank 14774
14512,14775,My Frogger: Toy Trials,DS,2006,Action,Konami Digital Entertainment,2006 Action by Konami Digital Entertainment rank 14775
14513,14776,Jet Grind Radio,GBA,2003,Action,Sega,2003 Action by Sega rank 14776
14514,14777,Farm Frenzy 3,DS,2011,Strategy,Unknown,2011 Strategy by Unknown rank 14777
14515,14778,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,2009,Action,Russel,2009 Action by Russel rank 14778
14516,14779,3DS Classic Collection,3DS,2016,Misc,Sega,2016 Misc by Sega rank 14779
14517,14780,Baldur's Gate: Dark Alliance,GBA,2004,Role-Playing,"Destination Software, Inc","2004 Role-Playing by Destination Software, Inc rank 14780"
14518,14781,GRID Autosport,PC,2014,Racing,Codemasters,2014 Racing by Codemasters rank 14781
14519,14782,The Adventures of Lomax,PS,1996,Platform,Psygnosis,1996 Platform by Psygnosis rank 14782
14520,14783,Neverwinter Nights Diamond,PC,2004,Role-Playing,Atari,2004 Role-Playing by Atari rank 14783
14521,14784,Divinity II: Flames of Vengeance,PC,2010,Role-Playing,DTP Entertainment,2010 Role-Playing by DTP Entertainment rank 14784
14522,14785,Under the Skin,PS2,2004,Action,Capcom,2004 Action by Capcom rank 14785
14523,14786,Battlefield 2142,PC,2006,Shooter,Electronic Arts,2006 Shooter by Electronic Arts rank 14786
14524,14787,Kabu Trader Shun,DS,2007,Action,Capcom,2007 Action by Capcom rank 14787
14525,14788,Air Conflicts: Secret Wars,PC,2011,Simulation,bitComposer Games,2011 Simulation by bitComposer Games rank 14788
14526,14789,Poy Poy,PS,1997,Action,Konami Digital Entertainment,1997 Action by Konami Digital Entertainment rank 14789
14527,14790,Hermie Hopperhead: Scrap Panic,PS,1995,Platform,Sony Computer Entertainment,1995 Platform by Sony Computer Entertainment rank 14790
14528,14791,Lost Planet 2,PC,2010,Shooter,Capcom,2010 Shooter by Capcom rank 14791
14529,14792,NHL 07,XB,2006,Sports,Electronic Arts,2006 Sports by Electronic Arts rank 14792
14530,14793,DrumMania 7th Mix,PS2,2001,Simulation,Konami Digital Entertainment,2001 Simulation by Konami Digital Entertainment rank 14793
14531,14794,Runabout 3: Neo Age,PS2,2002,Racing,BAM! Entertainment,2002 Racing by BAM! Entertainment rank 14794
14532,14795,AMNESIA World,PSV,2014,Adventure,Idea Factory,2014 Adventure by Idea Factory rank 14795
14533,14796,Captain Morgane and the Golden Turtle,PS3,2012,Adventure,Reef Entertainment,2012 Adventure by Reef Entertainment rank 14796
14534,14797,Bully: Scholarship Edition,PC,2008,Action,Take-Two Interactive,2008 Action by Take-Two Interactive rank 14797
14535,14798,My Ballet Studio,Wii,2009,Simulation,505 Games,2009 Simulation by 505 Games rank 14798
14536,14799,Guild Wars,PC,2005,Role-Playing,NCSoft,2005 Role-Playing by NCSoft rank 14799
14537,14800,Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,2010,Adventure,Prototype,2010 Adventure by Prototype rank 14800
14538,14801,Archer Maclean Presents: Pool Paradise,GC,2004,Sports,Ignition Entertainment,2004 Sports by Ignition Entertainment rank 14801
14539,14802,Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010,Strategy,Irem Software Engineering,2010 Strategy by Irem Software Engineering rank 14802
14540,14803,Battlezone,PSP,2006,Shooter,Atari,2006 Shooter by Atari rank 14803
14541,14804,Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,2007,Sports,Marvelous Interactive,2007 Sports by Marvelous Interactive rank 14804
14542,14805,Medal of Honor: Vanguard,PS2,2007,Shooter,Electronic Arts,2007 Shooter by Electronic Arts rank 14805
14543,14806,Touch Shot! Love Application,PS3,2012,Adventure,Compile Heart,2012 Adventure by Compile Heart rank 14806
14544,14807,Nanotek Warrior,PS,1997,Shooter,Virgin Interactive,1997 Shooter by Virgin Interactive rank 14807
14545,14808,Galileo,DS,2008,Adventure,D3Publisher,2008 Adventure by D3Publisher rank 14808
14546,14809,Cake Mania: Baker's Challenge,PS2,2008,Puzzle,Destineer,2008 Puzzle by Destineer rank 14809
14547,14810,Captain Tsubasa J: The Way to World Youth,SNES,1995,Sports,Namco Bandai Games,1995 Sports by Namco Bandai Games rank 14810
14548,14811,Super Monkey Ball Adventure,PS2,2006,Platform,Sega,2006 Platform by Sega rank 14811
14549,14812,Alien Breed Trilogy,X360,2011,Shooter,Mastertronic,2011 Shooter by Mastertronic rank 14812
14550,14813,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,2015,Simulation,FuRyu,2015 Simulation by FuRyu rank 14813
14551,14814,Sengoku Basara: Sanada Yukimura-Den,PS4,2016,Action,Capcom,2016 Action by Capcom rank 14814
14552,14815,CID The Dummy,Wii,2009,Platform,Oxygen Interactive,2009 Platform by Oxygen Interactive rank 14815
14553,14816,Kisuato,PSV,2015,Adventure,TGL,2015 Adventure by TGL rank 14816
14554,14817,Madden NFL 07,GBA,2006,Sports,Electronic Arts,2006 Sports by Electronic Arts rank 14817
14555,14818,Renegade Racers,PS,1999,Racing,Interplay,1999 Racing by Interplay rank 14818
14556,14819,The Legend of Korra (3DS),3DS,2014,Strategy,Activision,2014 Strategy by Activision rank 14819
14557,14820,AniMates!,DS,2007,Simulation,Lexicon Entertainment,2007 Simulation by Lexicon Entertainment rank 14820
14558,14821,Monster High 13 Wishes,WiiU,2013,Action,Little Orbit,2013 Action by Little Orbit rank 14821
14559,14822,Franklin the Turtle,GBA,2005,Misc,Game Factory,2005 Misc by Game Factory rank 14822
14560,14823,Steins;Gate 0,PS3,2015,Adventure,5pb,2015 Adventure by 5pb rank 14823
14561,14824,Catan,DS,2009,Strategy,CDV Software Entertainment,2009 Strategy by CDV Software Entertainment rank 14824
14562,14825,Backyard NFL Football,Wii,2007,Sports,Atari,2007 Sports by Atari rank 14825
14563,14826,Captain Morgane and the Golden Turtle,PC,2012,Adventure,Reef Entertainment,2012 Adventure by Reef Entertainment rank 14826
14564,14827,Gauntlet / Rampart,GBA,2005,Misc,Zoo Digital Publishing,2005 Misc by Zoo Digital Publishing rank 14827
14565,14828,Age of Empires III: Gold Edition,PC,2007,Strategy,Microsoft Game Studios,2007 Strategy by Microsoft Game Studios rank 14828
14566,14829,Let's Play Ballerina,Wii,2010,Sports,Deep Silver,2010 Sports by Deep Silver rank 14829
14567,14830,Disney Planes Fire & Rescue,WiiU,2014,Action,Disney Interactive Studios,2014 Action by Disney Interactive Studios rank 14830
14568,14831,Dream Girl Premier,3DS,2015,Misc,Alchemist,2015 Misc by Alchemist rank 14831
14569,14832,River King: Wonderful Journey,PS2,2005,Sports,505 Games,2005 Sports by 505 Games rank 14832
14570,14833,Senran Kagura: Bon Appétit!,PSV,2014,Misc,Marvelous Entertainment,2014 Misc by Marvelous Entertainment rank 14833
14571,14834,Ducati Moto,DS,2008,Racing,Vir2L Studios,2008 Racing by Vir2L Studios rank 14834
14572,14835,Justice League Heroes: The Flash,GBA,2006,Action,Eidos Interactive,2006 Action by Eidos Interactive rank 14835
14573,14836,Pop Cutie! Street Fashion Simulation (JP sales),DS,2008,Simulation,Tecmo Koei,2008 Simulation by Tecmo Koei rank 14836
14574,14837,The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,2015 Action by Activision rank 14837
14575,14838,Kawasaki Snowmobiles,Wii,2008,Racing,Metro 3D,2008 Racing by Metro 3D rank 14838
14576,14839,Dungeon Siege II,PC,2005,Role-Playing,Microsoft Game Studios,2005 Role-Playing by Microsoft Game Studios rank 14839
14577,14840,Bae Yong-joon to Manabu Kankokugo DS,DS,2009,Misc,D3Publisher,2009 Misc by D3Publisher rank 14840
14578,14841,World War II Combat: Road To Berlin,XB,2006,Shooter,Groove Games,2006 Shooter by Groove Games rank 14841
14579,14842,Metal Saga,PS2,2005,Role-Playing,Success,2005 Role-Playing by Success rank 14842
14580,14843,Imagine: Sweet 16,DS,2010,Simulation,Ubisoft,2010 Simulation by Ubisoft rank 14843
14581,14844,SWAT 4,PC,2005,Shooter,Vivendi Games,2005 Shooter by Vivendi Games rank 14844
14582,14845,Last Escort 2: Shinya no Amai Toge,PS2,2008,Adventure,D3Publisher,2008 Adventure by D3Publisher rank 14845
14583,14846,Pop'n Music 13 Carnival,PS2,2006,Simulation,Konami Digital Entertainment,2006 Simulation by Konami Digital Entertainment rank 14846
14584,14847,Magicka Collection,PC,2011,Adventure,Unknown,2011 Adventure by Unknown rank 14847
14585,14848,Bookworm,GBA,2004,Puzzle,Unknown,2004 Puzzle by Unknown rank 14848
14586,14849,Tokushu Houdoubu,PSV,2012,Adventure,Nippon Ichi Software,2012 Adventure by Nippon Ichi Software rank 14849
14587,14850,Terraria,WiiU,2016,Action,505 Games,2016 Action by 505 Games rank 14850
14588,14851,My DoItAll,DS,2009,Misc,Tomy Corporation,2009 Misc by Tomy Corporation rank 14851
14589,14853,Shakugan no Shana,PS2,2006,Adventure,Media Works,2006 Adventure by Media Works rank 14853
14590,14854,Monster Mayhem: Build and Battle,Wii,2009,Simulation,Zushi Games,2009 Simulation by Zushi Games rank 14854
14591,14855,I Heart Geeks,DS,2011,Puzzle,CDV Software Entertainment,2011 Puzzle by CDV Software Entertainment rank 14855
14592,14856,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS,2008,Action,Spike,2008 Action by Spike rank 14856
14593,14857,The Lord of the Rings: Conquest,PC,2009,Action,Electronic Arts,2009 Action by Electronic Arts rank 14857
14594,14859,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011,Adventure,Idea Factory,2011 Adventure by Idea Factory rank 14859
14595,14860,Little Busters! Converted Edition,PSV,2012,Action,Prototype,2012 Action by Prototype rank 14860
14596,14861,Hankou Shashin,SAT,1996,Adventure,Imagineer,1996 Adventure by Imagineer rank 14861
14597,14862,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015,Role-Playing,Idea Factory,2015 Role-Playing by Idea Factory rank 14862
14598,14863,Marker Man Adventures,DS,2009,Platform,Majesco Entertainment,2009 Platform by Majesco Entertainment rank 14863
14599,14864,Capcom Digital Collection,X360,2012,Action,Capcom,2012 Action by Capcom rank 14864
14600,14865,Pro Yakyuu Family Stadium,Wii,2008,Sports,Namco Bandai Games,2008 Sports by Namco Bandai Games rank 14865
14601,14866,Open Season,PS2,2006,Platform,Ubisoft,2006 Platform by Ubisoft rank 14866
14602,14867,Monster Hunter Frontier Online: Forward 2,X360,2011,Role-Playing,Capcom,2011 Role-Playing by Capcom rank 14867
14603,14868,Moyashimon DS,DS,2009,Action,Takara Tomy,2009 Action by Takara Tomy rank 14868
14604,14869,A Ressha de Gyoukou 2001,PS2,2001,Simulation,ArtDink,2001 Simulation by ArtDink rank 14869
14605,14870,Diabolik Lovers: Lunatic Parade,PSV,2016,Adventure,Idea Factory,2016 Adventure by Idea Factory rank 14870
14606,14871,Let's Dance with Mel B,Wii,2011,Sports,Black Bean Games,2011 Sports by Black Bean Games rank 14871
14607,14872,Battlestations: Pacific,PC,2009,Strategy,Eidos Interactive,2009 Strategy by Eidos Interactive rank 14872
14608,14873,Neverwinter Nights 2,PC,2006,Role-Playing,Atari,2006 Role-Playing by Atari rank 14873
14609,14874,Starry ? Sky: In Autumn,PSP,2010,Misc,Asgard,2010 Misc by Asgard rank 14874
14610,14875,Battlefield 1942,PC,2002,Shooter,Electronic Arts,2002 Shooter by Electronic Arts rank 14875
14611,14876,Back to the Future: The Game,X360,2015,Adventure,Telltale Games,2015 Adventure by Telltale Games rank 14876
14612,14877,Pitball,PS,1996,Sports,Time Warner Interactive,1996 Sports by Time Warner Interactive rank 14877
14613,14878,X-Men Origins: Wolverine - Uncaged Edition,PC,2009,Action,Activision,2009 Action by Activision rank 14878
14614,14880,D.C. III: Da Capo III,PSP,2013,Adventure,Kadokawa Games,2013 Adventure by Kadokawa Games rank 14880
14615,14881,Judge Dredd: Dredd Vs Death,PS2,2003,Shooter,BAM! Entertainment,2003 Shooter by BAM! Entertainment rank 14881
14616,14882,Ocean Commander,Wii,2009,Simulation,Valcon Games,2009 Simulation by Valcon Games rank 14882
14617,14883,Drome Racers,GBA,2003,Racing,THQ,2003 Racing by THQ rank 14883
14618,14884,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,Adventure,Idea Factory,2012 Adventure by Idea Factory rank 14884
14619,14885,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,Namco Bandai Games,2015 Misc by Namco Bandai Games rank 14885
14620,14886,Tank Beat,DS,2006,Strategy,Midas Interactive Entertainment,2006 Strategy by Midas Interactive Entertainment rank 14886
14621,14887,LEGO Pirates of the Caribbean: The Video Game,PC,2011,Action,Disney Interactive Studios,2011 Action by Disney Interactive Studios rank 14887
14622,14888,Turbo: Super Stunt Squad,WiiU,2013,Sports,D3Publisher,2013 Sports by D3Publisher rank 14888
14623,14889,Jurassic Park: Operation Genesis,PC,2003,Simulation,Vivendi Games,2003 Simulation by Vivendi Games rank 14889
14624,14890,The Peanuts Movie: Snoopy's Grand Adventure,X360,2015,Action,Activision,2015 Action by Activision rank 14890
14625,14891,Tenkaichi * Sengoku Lovers,DS,2010,Adventure,Rocket Company,2010 Adventure by Rocket Company rank 14891
14626,14892,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013,Misc,Paon Corporation,2013 Misc by Paon Corporation rank 14892
14627,14893,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,2007,Misc,Sega,2007 Misc by Sega rank 14893
14628,14894,Bode Miller Alpine Skiing,PS2,2006,Sports,Valcon Games,2006 Sports by Valcon Games rank 14894
14629,14895,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,2006,Role-Playing,Marvelous Interactive,2006 Role-Playing by Marvelous Interactive rank 14895
14630,14896,R-Type Delta,PS,1998,Shooter,Irem Software Engineering,1998 Shooter by Irem Software Engineering rank 14896
14631,14897,Angelique: Maren no Rokukishi,PSP,2011,Adventure,Idea Factory,2011 Adventure by Idea Factory rank 14897
14632,14898,Soul Eater: Battle Resonance,PSP,2009,Action,Namco Bandai Games,2009 Action by Namco Bandai Games rank 14898
14633,14899,Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,2016 Adventure by Nippon Ichi Software rank 14899
14634,14900,Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,2008,Misc,D3Publisher,2008 Misc by D3Publisher rank 14900
14635,14901,The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994,Action,Banpresto,1994 Action by Banpresto rank 14901
14636,14902,Napoleon Dynamite: The Game,DS,2007,Puzzle,Crave Entertainment,2007 Puzzle by Crave Entertainment rank 14902
14637,14903,Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,2008,Simulation,Broccoli,2008 Simulation by Broccoli rank 14903
14638,14904,Rock 'N' Roll Adventures,Wii,2007,Platform,Popcorn Arcade,2007 Platform by Popcorn Arcade rank 14904
14639,14905,War Gods,PS,1996,Fighting,GT Interactive,1996 Fighting by GT Interactive rank 14905
14640,14906,Evangelion: Jo,PS2,2009,Action,Namco Bandai Games,2009 Action by Namco Bandai Games rank 14906
14641,14907,Doki Oki,PS,1995,Adventure,Banpresto,1995 Adventure by Banpresto rank 14907
14642,14908,Gakuen Alice: WakuWaku * Happy Friends,DS,2007,Adventure,Kids Station,2007 Adventure by Kids Station rank 14908
14643,14909,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,2012,Adventure,ChunSoft,2012 Adventure by ChunSoft rank 14909
14644,14910,Konohana 2: Todoke Kanai Requiem,PS2,2002,Adventure,Success,2002 Adventure by Success rank 14910
14645,14911,Derby Time 2006,PSP,2006,Sports,Sony Computer Entertainment,2006 Sports by Sony Computer Entertainment rank 14911
14646,14912,Yuusha Shisu.,PSV,2016,Role-Playing,Nippon Ichi Software,2016 Role-Playing by Nippon Ichi Software rank 14912
14647,14913,Monster Mayhem: Build and Battle,DS,2009,Simulation,Zushi Games,2009 Simulation by Zushi Games rank 14913
14648,14914,Senjou no Waltz,PSV,2014,Adventure,Idea Factory,2014 Adventure by Idea Factory rank 14914
14649,14915,Chuck E. Cheese's Sports Games,Wii,2011,Sports,UFO Interactive,2011 Sports by UFO Interactive rank 14915
14650,14916,Ghostbusters (2016),XOne,2016,Action,Activision,2016 Action by Activision rank 14916
14651,14917,Stronghold 2 Deluxe,PC,2005,Strategy,Take-Two Interactive,2005 Strategy by Take-Two Interactive rank 14917
14652,14918,MAPLUS: Portable Navi 3,PSP,2009,Misc,Edia,2009 Misc by Edia rank 14918
14653,14919,DEATH NOTE: L o Tsugu Mono,DS,2007,Adventure,Konami Digital Entertainment,2007 Adventure by Konami Digital Entertainment rank 14919
14654,14920,ZooCube,GC,2002,Puzzle,Acclaim Entertainment,2002 Puzzle by Acclaim Entertainment rank 14920
14655,14921,Puppet Show 3: Lost Town,PC,2011,Puzzle,Focus Home Interactive,2011 Puzzle by Focus Home Interactive rank 14921
14656,14922,Star Wars: Empire at War - Forces of Corruption,PC,2006,Strategy,LucasArts,2006 Strategy by LucasArts rank 14922
14657,14923,Spy Hunter / Super Sprint,GBA,2005,Racing,Zoo Digital Publishing,2005 Racing by Zoo Digital Publishing rank 14923
14658,14924,Otometeki Koi Kakumei * Love Revo! Portable,PSP,2010,Adventure,Idea Factory,2010 Adventure by Idea Factory rank 14924
14659,14925,Clover no Kuni no Alice: Wonderful Wonder World,PS2,2010,Adventure,Prototype,2010 Adventure by Prototype rank 14925
14660,14926,Room Zoom: Race for Impact,XB,2004,Racing,Jaleco,2004 Racing by Jaleco rank 14926
14661,14927,Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV,2013,Adventure,5pb,2013 Adventure by 5pb rank 14927
14662,14929,Ghost Pirates of Vooju Island,PC,2009,Adventure,DTP Entertainment,2009 Adventure by DTP Entertainment rank 14929
14663,14930,America Oudan Ultra-Quiz,SAT,1995,Misc,Victor Interactive,1995 Misc by Victor Interactive rank 14930
14664,14931,DoDonPachi Dai-Oujou: Black Label Extra,X360,2009,Shooter,5pb,2009 Shooter by 5pb rank 14931
14665,14932,Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,DS,2009,Misc,PlayV,2009 Misc by PlayV rank 14932
14666,14933,ParaWorld,PC,2006,Strategy,Deep Silver,2006 Strategy by Deep Silver rank 14933
14667,14934,Tropico Reloaded,PC,2009,Strategy,Kalypso Media,2009 Strategy by Kalypso Media rank 14934
14668,14935,Shinseiki Evangelion: Battle Orchestra,PS2,2007,Fighting,Broccoli,2007 Fighting by Broccoli rank 14935
14669,14936,Pharaoh,PC,1998,Strategy,Vivendi Games,1998 Strategy by Vivendi Games rank 14936
14670,14937,Vampire Mansion: Linda Hyde,DS,2011,Adventure,Unknown,2011 Adventure by Unknown rank 14937
14671,14938,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,2008,Action,Namco Bandai Games,2008 Action by Namco Bandai Games rank 14938
14672,14939,Battlefield 2: Modern Combat(JP sales),PS2,2005,Shooter,Electronic Arts,2005 Shooter by Electronic Arts rank 14939
14673,14940,The Idolmaster: Gravure For You! Vol.7,PS3,2012,Action,Namco Bandai Games,2012 Action by Namco Bandai Games rank 14940
14674,14941,Stake: Fortune Fighters,XB,2003,Fighting,Metro 3D,2003 Fighting by Metro 3D rank 14941
14675,14942,Serious Sam Advance,GBA,2004,Shooter,Global Star,2004 Shooter by Global Star rank 14942
14676,14943,The Settlers: Rise of an Empire,PC,2007,Strategy,Ubisoft,2007 Strategy by Ubisoft rank 14943
14677,14944,Let's Play Garden,Wii,2010,Simulation,Deep Silver,2010 Simulation by Deep Silver rank 14944
14678,14946,Pop'n Music 12 Iroha,PS2,2006,Simulation,Konami Digital Entertainment,2006 Simulation by Konami Digital Entertainment rank 14946
